id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
69,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? para b e b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Premise)=> ∠(AF,DF) = ∠(BC,BE) [0]
 (Premise)=> ∠(AF,DF) = ∠(BC,BG) [1]

* Auxiliary Constructions:
Points : 

* Proof steps:
000. ∠(AF,DF) = ∠(BC,BE) [0], ∠(AF,DF) = ∠(BC,BG) [1] (Angle Chasing)=> BE∥BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? para b e b g",
70,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? ncoll a e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> A, E, F are not collinear [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? ncoll a e f",
71,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a e a f e f a f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Premise)=> AE = EF [0]

* Auxiliary Constructions:
Points : 

* Proof steps:
000. AE = EF [0] (Ratio Chasing)=> AE:AF = EF:AF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a e a f e f a f",
72,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock a e f a e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> AEF are sameclock to AEF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock a e f a e f",
73,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a e e f a e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AE,EF) = ∠(AE,EF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a e e f a e e f",
74,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a e e f e f a e",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Premise)=> AE = EF [0]

* Auxiliary Constructions:
Points : 

* Proof steps:
000. AE = EF [0] (Ratio Chasing)=> AE:EF = EF:AE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a e e f e f a e",
75,1,a b c d = eqdia_quadrangle a b c d ? eqangle a b a c a b a c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,AC) = ∠(AB,AC) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a b a c a b a c,
76,1,a b c d = eqdia_quadrangle a b c d ? eqratio a b a c a b a c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:AC = AB:AC [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a b a c a b a c,
77,1,a b c d = eqdia_quadrangle a b c d ? sameclock a b c a b c,,"==========================
* From theorem premises:
Points : A, B, C
 (Numerical Check)=> ABC are sameclock to ABC [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d ? sameclock a b c a b c,
78,1,a b c d = eqdia_quadrangle a b c d ? eqangle a b b c a b b c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,BC) = ∠(AB,BC) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a b b c a b b c,
79,1,a b c d = eqdia_quadrangle a b c d ? eqratio a b b c a b b c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:BC = AB:BC [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a b b c a b b c,
80,1,a b c d = eqdia_quadrangle a b c d ? eqangle a c b c a c b c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AC,BC) = ∠(AC,BC) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a c b c a c b c,
81,1,a b c d = eqdia_quadrangle a b c d ? eqratio a c b c a c b c,,"==========================
* From theorem premises:
Points : A, B, C

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AC:BC = AC:BC [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a c b c a c b c,
82,1,a b c d = eqdia_quadrangle a b c d ? eqangle a b a d a b a d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,AD) = ∠(AB,AD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a b a d a b a d,
83,1,a b c d = eqdia_quadrangle a b c d ? eqratio a b a d a b a d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:AD = AB:AD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a b a d a b a d,
84,1,a b c d = eqdia_quadrangle a b c d ? sameclock a b d a b d,,"==========================
* From theorem premises:
Points : A, B, C, D
 (Numerical Check)=> ABD are sameclock to ABD [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d ? sameclock a b d a b d,
85,1,a b c d = eqdia_quadrangle a b c d ? eqangle a b b d a b b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,BD) = ∠(AB,BD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a b b d a b b d,
86,1,a b c d = eqdia_quadrangle a b c d ? eqratio a b b d a b b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:BD = AB:BD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a b b d a b b d,
87,1,a b c d = eqdia_quadrangle a b c d ? eqangle a d b d a d b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AD,BD) = ∠(AD,BD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle a d b d a d b d,
88,1,a b c d = eqdia_quadrangle a b c d ? eqratio a d b d a d b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AD:BD = AD:BD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio a d b d a d b d,
89,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a b a e a b a e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,AE) = ∠(AB,AE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a b a e a b a e",
90,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a b a e a b a e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:AE = AB:AE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a b a e a b a e",
91,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock a b e a b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> ABE are sameclock to ABE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock a b e a b e",
92,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a b b e a b b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,BE) = ∠(AB,BE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a b b e a b b e",
93,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a b b e a b b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:BE = AB:BE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a b b e a b b e",
94,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a e b e a e b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AE,BE) = ∠(AE,BE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle a e b e a e b e",
95,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a e b e a e b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AE:BE = AE:BE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio a e b e a e b e",
96,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a b a f a b a f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,AF) = ∠(AB,AF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a b a f a b a f",
97,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a b a f a b a f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:AF = AB:AF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a b a f a b a f",
98,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock a b f a b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> ABF are sameclock to ABF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock a b f a b f",
99,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a b b f a b b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,BF) = ∠(AB,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a b b f a b b f",
100,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a b b f a b b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:BF = AB:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a b b f a b b f",
101,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a f b f a f b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AF,BF) = ∠(AF,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle a f b f a f b f",
102,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a f b f a f b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AF:BF = AF:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio a f b f a f b f",
103,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a b a g a b a g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,AG) = ∠(AB,AG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a b a g a b a g",
104,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a b a g a b a g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:AG = AB:AG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a b a g a b a g",
105,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock a b g a b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> ABG are sameclock to ABG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock a b g a b g",
106,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a b b g a b b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AB,BG) = ∠(AB,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a b b g a b b g",
107,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a b b g a b b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AB:BG = AB:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a b b g a b b g",
